cohort,source_team,model_code,fold,alpha,train_rows,validation_rows,validation_start,validation_end,residual_window_observations,tuning_pipeline,MAE,RMSE
Primary complete-case cohort,TeamB,P2,1,0.0,1342,436,2020-07-17,2020-09-06,28,population prediction plus reset sequential residual adaptation,0.6640245513112364,1.0397067211490691
Primary complete-case cohort,TeamB,P2,1,0.0001,1342,436,2020-07-17,2020-09-06,28,population prediction plus reset sequential residual adaptation,0.6640245330239766,1.0397067056128577
Primary complete-case cohort,TeamB,P2,1,0.001,1342,436,2020-07-17,2020-09-06,28,population prediction plus reset sequential residual adaptation,0.664024368438812,1.039706565787238
Primary complete-case cohort,TeamB,P2,1,0.01,1342,436,2020-07-17,2020-09-06,28,population prediction plus reset sequential residual adaptation,0.6640227226041326,1.0397051675589104
Primary complete-case cohort,TeamB,P2,1,0.1,1342,436,2020-07-17,2020-09-06,28,population prediction plus reset sequential residual adaptation,0.6640062659540629,1.0396911880623494
Primary complete-case cohort,TeamB,P2,1,1.0,1342,436,2020-07-17,2020-09-06,28,population prediction plus reset sequential residual adaptation,0.6638418689503847,1.039551671276413
Primary complete-case cohort,TeamB,P2,1,10.0,1342,436,2020-07-17,2020-09-06,28,population prediction plus reset sequential residual adaptation,0.6622179950897441,1.0381838379193855
Primary complete-case cohort,TeamB,P2,1,100.0,1342,436,2020-07-17,2020-09-06,28,population prediction plus reset sequential residual adaptation,0.6479814039431154,1.0268260265588554
Primary complete-case cohort,TeamB,P2,1,1000.0,1342,436,2020-07-17,2020-09-06,28,population prediction plus reset sequential residual adaptation,0.6046305887870116,0.9942180424809197
Primary complete-case cohort,TeamB,P2,1,10000.0,1342,436,2020-07-17,2020-09-06,28,population prediction plus reset sequential residual adaptation,0.6141084735520367,1.0015405969040332
Primary complete-case cohort,TeamB,P2,1,100000.0,1342,436,2020-07-17,2020-09-06,28,population prediction plus reset sequential residual adaptation,0.6250152823759889,1.012685804776943
Primary complete-case cohort,TeamB,P2,2,0.0,1778,368,2020-09-07,2020-10-28,28,population prediction plus reset sequential residual adaptation,0.6336779703743306,0.9988208654250775
Primary complete-case cohort,TeamB,P2,2,0.0001,1778,368,2020-09-07,2020-10-28,28,population prediction plus reset sequential residual adaptation,0.6336779523147584,0.9988208512845287
Primary complete-case cohort,TeamB,P2,2,0.001,1778,368,2020-09-07,2020-10-28,28,population prediction plus reset sequential residual adaptation,0.6336777897787521,0.9988207240198521
Primary complete-case cohort,TeamB,P2,2,0.01,1778,368,2020-09-07,2020-10-28,28,population prediction plus reset sequential residual adaptation,0.633676164432921,0.9988194513991813
Primary complete-case cohort,TeamB,P2,2,0.1,1778,368,2020-09-07,2020-10-28,28,population prediction plus reset sequential residual adaptation,0.6336599123976628,0.9988067278014473
Primary complete-case cohort,TeamB,P2,2,1.0,1778,368,2020-09-07,2020-10-28,28,population prediction plus reset sequential residual adaptation,0.6334975342232292,0.9986797523365002
Primary complete-case cohort,TeamB,P2,2,10.0,1778,368,2020-09-07,2020-10-28,28,population prediction plus reset sequential residual adaptation,0.631917754923382,0.9974356689616618
Primary complete-case cohort,TeamB,P2,2,100.0,1778,368,2020-09-07,2020-10-28,28,population prediction plus reset sequential residual adaptation,0.6186908734071326,0.9872270506784175
Primary complete-case cohort,TeamB,P2,2,1000.0,1778,368,2020-09-07,2020-10-28,28,population prediction plus reset sequential residual adaptation,0.573860973948289,0.9685783659586802
Primary complete-case cohort,TeamB,P2,2,10000.0,1778,368,2020-09-07,2020-10-28,28,population prediction plus reset sequential residual adaptation,0.5861256600159783,1.0255224244505141
Primary complete-case cohort,TeamB,P2,2,100000.0,1778,368,2020-09-07,2020-10-28,28,population prediction plus reset sequential residual adaptation,0.5995765425748224,1.0571275384640029
Primary complete-case cohort,TeamB,P2,3,0.0,2146,260,2020-10-29,2020-12-31,28,population prediction plus reset sequential residual adaptation,0.6068265586549181,0.8947403252644514
Primary complete-case cohort,TeamB,P2,3,0.0001,2146,260,2020-10-29,2020-12-31,28,population prediction plus reset sequential residual adaptation,0.6068265430702452,0.8947403111753488
Primary complete-case cohort,TeamB,P2,3,0.001,2146,260,2020-10-29,2020-12-31,28,population prediction plus reset sequential residual adaptation,0.6068264028082876,0.89474018437357
Primary complete-case cohort,TeamB,P2,3,0.01,2146,260,2020-10-29,2020-12-31,28,population prediction plus reset sequential residual adaptation,0.6068250001983185,0.8947389163700799
Primary complete-case cohort,TeamB,P2,3,0.1,2146,260,2020-10-29,2020-12-31,28,population prediction plus reset sequential residual adaptation,0.6068109750593093,0.8947262377648114
Primary complete-case cohort,TeamB,P2,3,1.0,2146,260,2020-10-29,2020-12-31,28,population prediction plus reset sequential residual adaptation,0.6066712109867355,0.8945995945192431
Primary complete-case cohort,TeamB,P2,3,10.0,2146,260,2020-10-29,2020-12-31,28,population prediction plus reset sequential residual adaptation,0.6053026648602641,0.8933472882797994
Primary complete-case cohort,TeamB,P2,3,100.0,2146,260,2020-10-29,2020-12-31,28,population prediction plus reset sequential residual adaptation,0.5934342329028847,0.8820972558277344
Primary complete-case cohort,TeamB,P2,3,1000.0,2146,260,2020-10-29,2020-12-31,28,population prediction plus reset sequential residual adaptation,0.5358226456156187,0.82972074873082
Primary complete-case cohort,TeamB,P2,3,10000.0,2146,260,2020-10-29,2020-12-31,28,population prediction plus reset sequential residual adaptation,0.5028504082243197,0.7864117253123064
Primary complete-case cohort,TeamB,P2,3,100000.0,2146,260,2020-10-29,2020-12-31,28,population prediction plus reset sequential residual adaptation,0.49787579855629405,0.784470462863819
